"","task","description","start","finish","duration","duration_hrs","note","category","date"
"2993","phi",NA,2019-03-04 14:17:00,2019-03-04 14:17:00,00:00:04,0.0011341,NA,"phi",2019-03-04
"2994","review",NA,2019-03-04 14:17:00,2019-03-04 14:17:00,00:00:10,0.0030421,NA,"psi",2019-03-04
"2995","phi",NA,2019-03-04 14:17:00,2019-03-04 14:24:00,00:06:05,0.1016049,NA,"phi",2019-03-04
"2996","theta",NA,2019-03-04 14:29:00,2019-03-04 14:49:00,00:20:27,0.3410975,NA,"theta",2019-03-04
"2997","psi",NA,2019-03-04 14:49:00,2019-03-04 14:52:00,00:02:12,0.0369039,NA,"psi",2019-03-04
"2998","review",NA,2019-03-04 14:52:00,2019-03-04 14:55:00,00:03:47,0.063059,NA,"psi",2019-03-04
"2999","psi",NA,2019-03-04 14:55:00,2019-03-04 14:59:00,00:03:33,0.0593094,NA,"psi",2019-03-04
"3000","phi",NA,2019-03-04 15:23:00,2019-03-04 15:27:00,00:03:49,0.0638054,NA,"phi",2019-03-04
"3001","psi",NA,2019-03-04 15:33:00,2019-03-04 15:38:00,00:05:31,0.0921559,NA,"psi",2019-03-04
"3002","housework  errands",NA,2019-03-04 15:47:00,2019-03-04 16:33:00,00:45:28,0.7579865,NA,"wellness",2019-03-04
"3003","phi",NA,2019-03-05 06:30:00,2019-03-05 07:06:00,00:35:42,0.5952492,NA,"phi",2019-03-05
"3004","theta",NA,2019-03-05 17:56:00,2019-03-05 17:56:00,00:00:08,0.0023138,NA,"theta",2019-03-05
"3005","review",NA,2019-03-06 08:44:00,2019-03-06 09:10:00,00:25:36,0.4268221,NA,"psi",2019-03-06
"3006","review",NA,2019-03-06 09:16:00,2019-03-06 09:23:00,00:06:57,0.1159552,NA,"psi",2019-03-06
"3007","psi",NA,2019-03-06 09:23:00,2019-03-06 09:28:00,00:04:41,0.0780672,NA,"psi",2019-03-06
"3008","psi",NA,2019-03-06 09:28:00,2019-03-06 09:28:00,00:00:16,0.0045005,NA,"psi",2019-03-06
"3009","review",NA,2019-03-06 09:28:00,2019-03-06 09:37:00,00:08:34,0.1429642,NA,"psi",2019-03-06
"3010","psi",NA,2019-03-06 14:07:00,2019-03-06 14:10:00,00:03:28,0.0578209,NA,"psi",2019-03-06
"3011","review",NA,2019-03-06 14:10:00,2019-03-06 14:21:00,00:10:39,0.1777375,NA,"psi",2019-03-06
"3012","theta",NA,2019-03-06 14:21:00,2019-03-06 14:27:00,00:06:05,0.1014006,NA,"theta",2019-03-06
"3013","psi",NA,2019-03-06 14:27:00,2019-03-06 15:02:00,00:34:54,0.581819,NA,"psi",2019-03-06
"3014","review",NA,2019-03-06 15:03:00,2019-03-06 15:16:00,00:13:37,0.2270388,NA,"psi",2019-03-06
"3015","phi",NA,2019-03-06 15:16:00,2019-03-06 15:21:00,00:04:32,0.0756128,NA,"phi",2019-03-06
"3016","theta",NA,2019-03-06 15:23:00,2019-03-06 15:31:00,00:08:44,0.14571,NA,"theta",2019-03-06
"3017","psi",NA,2019-03-06 15:31:00,2019-03-06 15:47:00,00:15:13,0.2536924,NA,"psi",2019-03-06
"3018","exercise",NA,2019-03-06 15:57:00,2019-03-06 15:57:00,00:00:03,0.0010466,NA,"wellness",2019-03-06
"3019","review",NA,2019-03-06 15:57:00,2019-03-06 15:58:00,00:00:30,0.0085651,NA,"psi",2019-03-06
"3020","psi",NA,2019-03-06 19:20:00,2019-03-06 19:43:00,00:22:37,0.3771552,NA,"psi",2019-03-06
"3021","review",NA,2019-03-06 19:46:00,2019-03-06 19:54:00,00:07:24,0.1234847,NA,"psi",2019-03-06
"3022","phi",NA,2019-03-06 19:54:00,2019-03-06 20:18:00,00:24:00,0.4002771,NA,"phi",2019-03-06
"3023","review",NA,2019-03-06 20:19:00,2019-03-06 20:19:00,00:00:13,0.0037498,NA,"psi",2019-03-06
"3024","theta",NA,2019-03-06 20:19:00,2019-03-06 20:38:00,00:19:21,0.3225307,NA,"theta",2019-03-06
"3025","review",NA,2019-03-06 20:38:00,2019-03-06 20:39:00,00:00:41,0.0114972,NA,"psi",2019-03-06
"3026","review",NA,2019-03-07 09:08:00,2019-03-07 09:19:00,00:10:42,0.178573,NA,"psi",2019-03-07
"3027","psi",NA,2019-03-07 10:39:00,2019-03-07 10:39:00,00:00:26,0.0072339,NA,"psi",2019-03-07
"3028","review",NA,2019-03-07 10:39:00,2019-03-07 10:40:00,00:00:52,0.0144945,NA,"psi",2019-03-07
"3029","review",NA,2019-03-07 10:41:00,2019-03-07 10:41:00,00:00:53,0.0149766,NA,"psi",2019-03-07
"3030","psi",NA,2019-03-07 10:41:00,2019-03-07 10:41:00,00:00:03,0.0010955,NA,"psi",2019-03-07
"3031","review",NA,2019-03-07 10:41:00,2019-03-07 10:47:00,00:05:48,0.0968264,NA,"psi",2019-03-07
"3032","phi",NA,2019-03-07 10:47:00,2019-03-07 10:54:00,00:06:23,0.1064418,NA,"phi",2019-03-07
"3033","psi",NA,2019-03-07 10:54:00,2019-03-07 11:02:00,00:08:42,0.1452686,NA,"psi",2019-03-07
"3034","review",NA,2019-03-07 11:36:00,2019-03-07 11:41:00,00:05:02,0.084157,NA,"psi",2019-03-07
"3035","theta",NA,2019-03-07 11:47:00,2019-03-07 12:10:00,00:22:58,0.3829841,NA,"theta",2019-03-07
"3036","review",NA,2019-03-07 12:10:00,2019-03-07 12:12:00,00:02:35,0.0431546,NA,"psi",2019-03-07
"3037","review",NA,2019-03-07 12:58:00,2019-03-07 12:59:00,00:01:02,0.0174399,NA,"psi",2019-03-07
"3038","psi",NA,2019-03-07 12:59:00,2019-03-07 13:01:00,00:01:41,0.0281168,NA,"psi",2019-03-07
"3039","phi",NA,2019-03-07 13:01:00,2019-03-07 13:09:00,00:08:07,0.1355098,NA,"phi",2019-03-07
"3040","theta",NA,2019-03-07 13:09:00,2019-03-07 13:31:00,00:21:45,0.3627014,NA,"theta",2019-03-07
"3041","review",NA,2019-03-07 13:31:00,2019-03-07 13:52:00,00:21:10,0.3529596,NA,"psi",2019-03-07
"3042","phi",NA,2019-03-07 14:20:00,2019-03-07 14:26:00,00:05:21,0.0892762,NA,"phi",2019-03-07
"3043","theta",NA,2019-03-07 14:26:00,2019-03-07 14:27:00,00:01:22,0.0228067,NA,"theta",2019-03-07
"3044","review",NA,2019-03-07 14:27:00,2019-03-07 14:31:00,00:03:42,0.0619386,NA,"psi",2019-03-07
"3045","phi",NA,2019-03-07 18:29:00,2019-03-07 18:49:00,00:20:02,0.334063,NA,"phi",2019-03-07
"3046","review",NA,2019-03-07 18:49:00,2019-03-07 18:50:00,00:00:40,0.0113221,NA,"psi",2019-03-07
"3047","review",NA,2019-03-08 04:47:00,2019-03-08 05:00:00,00:12:42,0.2119249,NA,"psi",2019-03-08
"3048","theta",NA,2019-03-08 05:00:00,2019-03-08 05:05:00,00:04:38,0.0774728,NA,"theta",2019-03-08
"3049","psi",NA,2019-03-08 05:05:00,2019-03-08 05:07:00,00:02:37,0.0436242,NA,"psi",2019-03-08
"3050","review",NA,2019-03-08 05:07:00,2019-03-08 05:09:00,00:01:35,0.0265991,NA,"psi",2019-03-08
"3051","theta",NA,2019-03-08 05:11:00,2019-03-08 05:16:00,00:05:03,0.0841867,NA,"theta",2019-03-08
"3052","psi",NA,2019-03-08 05:23:00,2019-03-08 05:30:00,00:06:35,0.1099164,NA,"psi",2019-03-08
"3053","review",NA,2019-03-08 05:30:00,2019-03-08 05:31:00,00:00:40,0.0112308,NA,"psi",2019-03-08
"3054","phi",NA,2019-03-08 09:37:00,2019-03-08 09:43:00,00:06:45,0.1127068,NA,"phi",2019-03-08
"3055","theta",NA,2019-03-08 09:43:00,2019-03-08 09:46:00,00:02:40,0.0446671,NA,"theta",2019-03-08
"3056","review",NA,2019-03-08 09:46:00,2019-03-08 09:47:00,00:00:35,0.0098404,NA,"psi",2019-03-08
"3057","phi",NA,2019-03-08 09:47:00,2019-03-08 09:57:00,00:10:17,0.171561,NA,"phi",2019-03-08
"3058","theta",NA,2019-03-08 09:57:00,2019-03-08 10:06:00,00:08:58,0.1495494,NA,"theta",2019-03-08
"3059","review",NA,2019-03-08 10:06:00,2019-03-08 10:09:00,00:02:36,0.043445,NA,"psi",2019-03-08
"3060","phi",NA,2019-03-08 12:05:00,2019-03-08 12:22:00,00:16:25,0.2737493,NA,"phi",2019-03-08
"3061","housework  errands",NA,2019-03-08 12:22:00,2019-03-08 12:24:00,00:02:16,0.0379609,NA,"wellness",2019-03-08
"3062","theta",NA,2019-03-08 12:24:00,2019-03-08 12:46:00,00:22:26,0.3740391,NA,"theta",2019-03-08
"3063","review",NA,2019-03-08 12:47:00,2019-03-08 12:54:00,00:06:52,0.1145035,NA,"psi",2019-03-08
"3064","phi",NA,2019-03-08 13:15:00,2019-03-08 13:19:00,00:04:13,0.070334,NA,"phi",2019-03-08
"3065","theta",NA,2019-03-08 13:19:00,2019-03-08 13:36:00,00:17:11,0.2864192,NA,"theta",2019-03-08
"3066","review",NA,2019-03-08 13:36:00,2019-03-08 13:38:00,00:01:22,0.0230426,NA,"psi",2019-03-08
"3067","phi",NA,2019-03-08 13:38:00,2019-03-08 13:58:00,00:20:35,0.3431115,NA,"phi",2019-03-08
"3068","theta",NA,2019-03-08 13:58:00,2019-03-08 14:03:00,00:04:31,0.0754753,NA,"theta",2019-03-08
"3069","review",NA,2019-03-08 14:04:00,2019-03-08 14:06:00,00:01:56,0.0324114,NA,"psi",2019-03-08
"3070","community",NA,2019-03-08 14:06:00,2019-03-08 14:08:00,00:02:44,0.0457377,NA,"psi",2019-03-08
"3071","review",NA,2019-03-08 14:14:00,2019-03-08 14:14:00,00:00:00,3.14e-05,NA,"psi",2019-03-08
"3072","review",NA,2019-03-08 15:00:00,2019-03-08 15:10:00,00:10:16,0.1713694,NA,"psi",2019-03-08
"3073","phi",NA,2019-03-08 15:10:00,2019-03-08 15:30:00,00:20:11,0.3365702,NA,"phi",2019-03-08
"3074","theta",NA,2019-03-08 15:30:00,2019-03-08 15:47:00,00:16:12,0.2702016,NA,"theta",2019-03-08
"3075","psi",NA,2019-03-08 15:47:00,2019-03-08 15:47:00,00:00:33,0.0092509,NA,"psi",2019-03-08
"3076","psi",NA,2019-03-08 15:48:00,2019-03-08 16:09:00,00:21:03,0.3509947,NA,"psi",2019-03-08
"3077","review",NA,2019-03-08 16:09:00,2019-03-08 16:13:00,00:04:18,0.0718784,NA,"psi",2019-03-08
"3078","phi",NA,2019-03-08 16:38:00,2019-03-08 16:53:00,00:15:37,0.2603523,NA,"phi",2019-03-08
"3079","review",NA,2019-03-09 08:35:00,2019-03-09 08:36:00,00:00:59,0.0166505,NA,"psi",2019-03-09
"3080","review",NA,2019-03-09 12:44:00,2019-03-09 12:44:00,00:00:12,0.0035036,NA,"psi",2019-03-09
"3081","psi",NA,2019-03-09 12:44:00,2019-03-09 12:47:00,00:02:21,0.0392214,NA,"psi",2019-03-09
"3082","review",NA,2019-03-09 12:47:00,2019-03-09 12:49:00,00:02:30,0.0418287,NA,"psi",2019-03-09
"3083","theta",NA,2019-03-09 12:51:00,2019-03-09 13:12:00,00:20:24,0.340193,NA,"theta",2019-03-09
"3084","review",NA,2019-03-09 13:12:00,2019-03-09 13:12:00,00:00:02,0.0007033,NA,"psi",2019-03-09
"3085","psi",NA,2019-03-09 13:12:00,2019-03-09 13:15:00,00:03:07,0.0520087,NA,"psi",2019-03-09
"3086","review",NA,2019-03-09 13:15:00,2019-03-09 13:16:00,00:00:40,0.0113864,NA,"psi",2019-03-09
"3087","review",NA,2019-03-09 13:35:00,2019-03-09 13:35:00,00:00:04,0.0011409,NA,"psi",2019-03-09
"3088","phi",NA,2019-03-09 13:35:00,2019-03-09 13:39:00,00:03:44,0.0624581,NA,"phi",2019-03-09
"3089","theta",NA,2019-03-09 13:39:00,2019-03-09 14:07:00,00:27:22,0.4561235,NA,"theta",2019-03-09
"3090","psi",NA,2019-03-09 14:07:00,2019-03-09 14:13:00,00:06:01,0.1004881,NA,"psi",2019-03-09
"3091","theta",NA,2019-03-09 14:13:00,2019-03-09 14:24:00,00:11:06,0.1850793,NA,"theta",2019-03-09
"3092","community",NA,2019-03-09 14:24:00,2019-03-09 14:38:00,00:14:28,0.241379,NA,"psi",2019-03-09
"3093","theta",NA,2019-03-09 17:48:00,2019-03-09 18:05:00,00:17:21,0.2893827,NA,"theta",2019-03-09
"3094","theta",NA,2019-03-09 18:11:00,2019-03-09 18:13:00,00:02:17,0.0381094,NA,"theta",2019-03-09
"3095","theta",NA,2019-03-09 18:18:00,2019-03-09 18:18:00,00:00:01,0.0005383,NA,"theta",2019-03-09
"3096","Blog  crafts",NA,2019-03-09 18:18:00,2019-03-09 18:42:00,00:23:27,0.3909946,NA,"wellness",2019-03-09
"3097","Blog  crafts",NA,2019-03-09 18:59:00,2019-03-09 19:15:00,00:16:34,0.2763079,NA,"wellness",2019-03-09
"3098","exercise",NA,2019-03-09 20:04:00,2019-03-09 20:04:00,00:00:02,0.000798,NA,"wellness",2019-03-09
"3099","review",NA,2019-03-09 21:25:00,2019-03-09 21:39:00,00:14:03,0.2343019,NA,"psi",2019-03-09
"3100","phi",NA,2019-03-09 21:45:00,2019-03-09 21:45:00,00:00:01,0.0003934,NA,"phi",2019-03-09
"3101","theta",NA,2019-03-09 21:45:00,2019-03-09 21:45:00,00:00:00,0.0001312,NA,"theta",2019-03-09
"3102","phi",NA,2019-03-09 21:45:00,2019-03-09 21:45:00,00:00:14,0.0041051,NA,"phi",2019-03-09
"3103","review",NA,2019-03-10 08:09:00,2019-03-10 08:13:00,00:04:51,0.0809481,NA,"psi",2019-03-10
"3104","phi",NA,2019-03-10 08:17:00,2019-03-10 08:17:00,00:00:37,0.0103265,NA,"phi",2019-03-10
"3105","review",NA,2019-03-10 08:17:00,2019-03-10 08:25:00,00:07:57,0.1326908,NA,"psi",2019-03-10
"3106","review",NA,2019-03-10 08:56:00,2019-03-10 08:57:00,00:01:32,0.0257338,NA,"psi",2019-03-10
"3107","theta",NA,2019-03-10 08:58:00,2019-03-10 09:07:00,00:09:29,0.1582522,NA,"theta",2019-03-10
"3108","theta",NA,2019-03-10 09:08:00,2019-03-10 09:52:00,00:43:39,0.7277397,NA,"theta",2019-03-10
"3109","housework  errands",NA,2019-03-10 09:52:00,2019-03-10 09:52:00,00:00:01,0.0003337,NA,"wellness",2019-03-10
"3110","review",NA,2019-03-10 09:52:00,2019-03-10 09:53:00,00:00:14,0.0040361,NA,"psi",2019-03-10
"3111","review",NA,2019-03-10 10:16:00,2019-03-10 10:16:00,00:00:06,0.0017267,NA,"psi",2019-03-10
"3112","phi",NA,2019-03-10 10:16:00,2019-03-10 10:19:00,00:02:49,0.0471604,NA,"phi",2019-03-10
"3113","theta",NA,2019-03-10 10:19:00,2019-03-10 10:22:00,00:02:47,0.0464231,NA,"theta",2019-03-10
"3114","phi",NA,2019-03-10 11:25:00,2019-03-10 11:36:00,00:11:05,0.1849081,NA,"phi",2019-03-10
"3115","psi",NA,2019-03-10 13:09:00,2019-03-10 13:09:00,00:00:32,0.0090444,NA,"psi",2019-03-10
"3116","review",NA,2019-03-10 13:09:00,2019-03-10 13:09:00,00:00:17,0.0049131,NA,"psi",2019-03-10
"3117","psi",NA,2019-03-10 13:09:00,2019-03-10 13:15:00,00:05:57,0.0993588,NA,"psi",2019-03-10
"3118","review",NA,2019-03-10 13:15:00,2019-03-10 13:17:00,00:01:39,0.0277049,NA,"psi",2019-03-10
"3119","review",NA,2019-03-10 13:19:00,2019-03-10 13:21:00,00:02:24,0.0400573,NA,"psi",2019-03-10
"3120","phi",NA,2019-03-10 14:01:00,2019-03-10 14:27:00,00:26:09,0.4361034,NA,"phi",2019-03-10
"3121","theta",NA,2019-03-10 14:27:00,2019-03-10 14:29:00,00:01:06,0.0183743,NA,"theta",2019-03-10
"3122","community",NA,2019-03-10 14:45:00,2019-03-10 14:45:00,00:00:01,0.0005049,NA,"psi",2019-03-10
"3123","Collaboration",NA,2019-03-10 14:45:00,2019-03-10 14:52:00,00:07:02,0.1173461,NA,"theta",2019-03-10
"3124","review",NA,2019-03-10 14:53:00,2019-03-10 14:55:00,00:02:17,0.0381907,NA,"psi",2019-03-10
"3125","phi",NA,2019-03-10 18:06:00,2019-03-10 18:09:00,00:03:40,0.061323,NA,"phi",2019-03-10
"3126","theta",NA,2019-03-10 18:09:00,2019-03-10 18:11:00,00:01:24,0.0235324,NA,"theta",2019-03-10
"3127","theta",NA,2019-03-10 18:15:00,2019-03-10 18:17:00,00:02:19,0.0387564,NA,"theta",2019-03-10
"3128","phi",NA,2019-03-10 21:38:00,2019-03-10 21:38:00,00:00:01,0.0004549,NA,"phi",2019-03-10
"3129","review",NA,2019-03-11 07:11:00,2019-03-11 07:29:00,00:18:12,0.3034871,NA,"psi",2019-03-11
"3130","Blog  crafts",NA,2019-03-11 08:49:00,2019-03-11 08:54:00,00:05:03,0.084199,NA,"wellness",2019-03-11
"3131","review",NA,2019-03-11 09:06:00,2019-03-11 09:10:00,00:03:55,0.0654398,NA,"psi",2019-03-11
"3132","psi",NA,2019-03-11 10:08:00,2019-03-11 10:19:00,00:10:18,0.1719102,NA,"psi",2019-03-11
"3133","theta",NA,2019-03-11 10:22:00,2019-03-11 10:22:00,00:00:02,0.0005957,NA,"theta",2019-03-11
"3134","review",NA,2019-03-11 10:22:00,2019-03-11 10:23:00,00:00:35,0.0098967,NA,"psi",2019-03-11
"3135","theta",NA,2019-03-11 10:23:00,2019-03-11 10:24:00,00:01:05,0.0183098,NA,"theta",2019-03-11
"3136","psi",NA,2019-03-11 10:24:00,2019-03-11 10:27:00,00:03:19,0.0552844,NA,"psi",2019-03-11
"3137","review",NA,2019-03-11 10:27:00,2019-03-11 10:28:00,00:00:39,0.0110545,NA,"psi",2019-03-11
"3138","theta",NA,2019-03-11 10:28:00,2019-03-11 10:29:00,00:00:58,0.0161577,NA,"theta",2019-03-11
"3139","theta",NA,2019-03-11 10:32:00,2019-03-11 10:53:00,00:20:28,0.3412507,NA,"theta",2019-03-11
"3140","psi",NA,2019-03-11 10:53:00,2019-03-11 10:56:00,00:02:53,0.0482354,NA,"psi",2019-03-11
"3141","phi",NA,2019-03-11 10:56:00,2019-03-11 11:04:00,00:08:10,0.1362489,NA,"phi",2019-03-11
"3142","review",NA,2019-03-11 11:04:00,2019-03-11 11:05:00,00:01:07,0.0188379,NA,"psi",2019-03-11
"3143","housework  errands",NA,2019-03-11 11:38:00,2019-03-11 11:47:00,00:09:18,0.1551517,NA,"wellness",2019-03-11
"3144","psi",NA,2019-03-11 13:31:00,2019-03-11 13:31:00,00:00:18,0.0051055,NA,"psi",2019-03-11
"3145","phi",NA,2019-03-11 13:31:00,2019-03-11 13:39:00,00:08:31,0.1422121,NA,"phi",2019-03-11
"3146","phi",NA,2019-03-11 13:40:00,2019-03-11 14:00:00,00:20:33,0.3426393,NA,"phi",2019-03-11
"3147","theta",NA,2019-03-11 14:00:00,2019-03-11 14:20:00,00:19:22,0.3228518,NA,"theta",2019-03-11
"3148","phi",NA,2019-03-11 14:42:00,2019-03-11 14:44:00,00:01:57,0.0326956,NA,"phi",2019-03-11
"3149","review",NA,2019-03-11 14:46:00,2019-03-11 15:03:00,00:17:02,0.2840938,NA,"psi",2019-03-11
"3150","phi",NA,2019-03-11 15:14:00,2019-03-11 15:35:00,00:21:46,0.3628748,NA,"phi",2019-03-11
"3151","theta",NA,2019-03-11 15:35:00,2019-03-11 15:36:00,00:00:48,0.0135786,NA,"theta",2019-03-11
"3152","review",NA,2019-03-11 15:36:00,2019-03-11 15:39:00,00:02:19,0.0388633,NA,"psi",2019-03-11
"3153","theta",NA,2019-03-11 15:40:00,2019-03-11 15:46:00,00:05:59,0.0997623,NA,"theta",2019-03-11
"3154","review",NA,2019-03-11 15:46:00,2019-03-11 15:59:00,00:12:13,0.203769,NA,"psi",2019-03-11
"3155","phi",NA,2019-03-11 15:59:00,2019-03-11 16:15:00,00:15:54,0.2650533,NA,"phi",2019-03-11
"3156","theta",NA,2019-03-11 17:45:00,2019-03-11 18:15:00,00:30:16,0.504598,NA,"theta",2019-03-11
"3157","psi",NA,2019-03-11 18:15:00,2019-03-11 18:20:00,00:05:14,0.0873439,NA,"psi",2019-03-11
"3158","theta",NA,2019-03-11 18:20:00,2019-03-11 18:35:00,00:14:48,0.2467603,NA,"theta",2019-03-11
"3159","Blog  crafts",NA,2019-03-11 18:36:00,2019-03-11 18:57:00,00:21:49,0.3637428,NA,"wellness",2019-03-11
"3160","review",NA,2019-03-11 18:57:00,2019-03-11 18:58:00,00:00:44,0.0123298,NA,"psi",2019-03-11
"3161","review",NA,2019-03-12 08:35:00,2019-03-12 08:42:00,00:07:35,0.1265298,NA,"psi",2019-03-12
"3162","psi",NA,2019-03-12 08:42:00,2019-03-12 08:45:00,00:03:11,0.0531991,NA,"psi",2019-03-12
"3163","review",NA,2019-03-12 08:45:00,2019-03-12 08:46:00,00:00:26,0.0074918,NA,"psi",2019-03-12
"3164","theta",NA,2019-03-12 08:46:00,2019-03-12 08:48:00,00:02:10,0.0362632,NA,"theta",2019-03-12
"3165","psi",NA,2019-03-12 08:48:00,2019-03-12 08:59:00,00:10:57,0.1827069,NA,"psi",2019-03-12
"3166","review",NA,2019-03-12 08:59:00,2019-03-12 09:00:00,00:00:32,0.0090973,NA,"psi",2019-03-12
"3167","phi",NA,2019-03-12 09:02:00,2019-03-12 09:03:00,00:01:35,0.0266302,NA,"phi",2019-03-12
"3168","theta",NA,2019-03-12 09:03:00,2019-03-12 09:09:00,00:05:38,0.0939152,NA,"theta",2019-03-12
"3169","review",NA,2019-03-12 09:12:00,2019-03-12 09:15:00,00:02:21,0.0393138,NA,"psi",2019-03-12
"3170","review",NA,2019-03-12 09:20:00,2019-03-12 09:22:00,00:01:59,0.0331271,NA,"psi",2019-03-12
"3171","phi",NA,2019-03-12 09:22:00,2019-03-12 09:34:00,00:12:46,0.2129677,NA,"phi",2019-03-12
"3172","review",NA,2019-03-12 09:34:00,2019-03-12 09:35:00,00:00:43,0.0120253,NA,"psi",2019-03-12
"3173","theta",NA,2019-03-12 09:51:00,2019-03-12 09:51:00,00:00:01,0.0003385,NA,"theta",2019-03-12
"3174","phi",NA,2019-03-12 09:51:00,2019-03-12 10:09:00,00:18:26,0.3072802,NA,"phi",2019-03-12
"3175","psi",NA,2019-03-12 10:09:00,2019-03-12 10:13:00,00:03:44,0.062227,NA,"psi",2019-03-12
"3176","review",NA,2019-03-12 10:13:00,2019-03-12 10:13:00,00:00:23,0.0064063,NA,"psi",2019-03-12
"3177","phi",NA,2019-03-12 10:43:00,2019-03-12 10:47:00,00:03:42,0.0619432,NA,"phi",2019-03-12
"3178","phi",NA,2019-03-12 10:49:00,2019-03-12 10:52:00,00:03:18,0.0551403,NA,"phi",2019-03-12
"3179","phi",NA,2019-03-12 10:57:00,2019-03-12 11:03:00,00:05:12,0.0868262,NA,"phi",2019-03-12
"3180","review",NA,2019-03-14 09:02:00,2019-03-14 09:13:00,00:10:52,0.1811455,NA,"psi",2019-03-14
"3181","theta",NA,2019-03-14 09:20:00,2019-03-14 09:21:00,00:00:50,0.0140116,NA,"theta",2019-03-14
"3182","psi",NA,2019-03-14 09:21:00,2019-03-14 09:25:00,00:04:40,0.0779043,NA,"psi",2019-03-14
"3183","review",NA,2019-03-14 09:25:00,2019-03-14 09:27:00,00:01:39,0.027545,NA,"psi",2019-03-14
"3184","review",NA,2019-03-14 10:22:00,2019-03-14 10:24:00,00:01:50,0.0307953,NA,"psi",2019-03-14
"3185","theta",NA,2019-03-14 10:24:00,2019-03-14 10:37:00,00:13:02,0.2174554,NA,"theta",2019-03-14
"3186","review",NA,2019-03-14 10:37:00,2019-03-14 10:38:00,00:00:48,0.0135037,NA,"psi",2019-03-14
"3187","phi",NA,2019-03-14 10:58:00,2019-03-14 11:01:00,00:03:09,0.052608,NA,"phi",2019-03-14
"3188","housework  errands",NA,2019-03-14 11:01:00,2019-03-14 11:02:00,00:00:48,0.0133434,NA,"wellness",2019-03-14
"3189","phi",NA,2019-03-14 11:32:00,2019-03-14 11:52:00,00:20:22,0.3395917,NA,"phi",2019-03-14
"3190","theta",NA,2019-03-14 11:52:00,2019-03-14 11:55:00,00:02:14,0.037435,NA,"theta",2019-03-14
"3191","review",NA,2019-03-14 13:55:00,2019-03-14 13:58:00,00:02:07,0.0354316,NA,"psi",2019-03-14
"3192","phi",NA,2019-03-14 13:58:00,2019-03-14 14:20:00,00:22:38,0.377353,NA,"phi",2019-03-14
"3193","phi",NA,2019-03-14 14:22:00,2019-03-14 14:25:00,00:02:53,0.0483331,NA,"phi",2019-03-14
"3194","review",NA,2019-03-14 14:25:00,2019-03-14 14:25:00,00:00:27,0.0075236,NA,"psi",2019-03-14
"3195","theta",NA,2019-03-14 14:25:00,2019-03-14 14:26:00,00:00:10,0.0029821,NA,"theta",2019-03-14
"3196","phi",NA,2019-03-14 14:26:00,2019-03-14 14:34:00,00:08:11,0.1365423,NA,"phi",2019-03-14
"3197","review",NA,2019-03-14 14:34:00,2019-03-14 14:34:00,00:00:06,0.0018233,NA,"psi",2019-03-14
"3198","theta",NA,2019-03-14 14:34:00,2019-03-14 14:42:00,00:08:03,0.1343592,NA,"theta",2019-03-14
"3199","review",NA,2019-03-14 14:42:00,2019-03-14 14:47:00,00:04:45,0.0792123,NA,"psi",2019-03-14
"3200","theta",NA,2019-03-14 15:10:00,2019-03-14 15:21:00,00:10:28,0.1746545,NA,"theta",2019-03-14
"3201","review",NA,2019-03-15 07:56:00,2019-03-15 07:57:00,00:01:19,0.0220477,NA,"psi",2019-03-15
"3202","phi",NA,2019-03-15 07:57:00,2019-03-15 07:59:00,00:02:09,0.0360854,NA,"phi",2019-03-15
"3203","review",NA,2019-03-15 08:52:00,2019-03-15 08:53:00,00:00:15,0.0044161,NA,"psi",2019-03-15
"3204","phi",NA,2019-03-15 09:11:00,2019-03-15 09:15:00,00:04:29,0.0748946,NA,"phi",2019-03-15
"3205","review",NA,2019-03-15 09:16:00,2019-03-15 09:16:00,00:00:06,0.0017457,NA,"psi",2019-03-15
"3206","phi",NA,2019-03-15 09:16:00,2019-03-15 09:42:00,00:26:06,0.4350173,NA,"phi",2019-03-15
"3207","review",NA,2019-03-15 09:53:00,2019-03-15 10:05:00,00:11:57,0.1993433,NA,"psi",2019-03-15
"3208","theta",NA,2019-03-15 10:05:00,2019-03-15 10:25:00,00:20:27,0.3408711,NA,"theta",2019-03-15
"3209","review",NA,2019-03-15 11:19:00,2019-03-15 11:27:00,00:07:44,0.1291577,NA,"psi",2019-03-15
"3210","housework  errands",NA,2019-03-15 14:50:00,2019-03-15 15:02:00,00:12:22,0.2062841,NA,"wellness",2019-03-15
"3211","housework  errands",NA,2019-03-15 15:02:00,2019-03-15 15:25:00,00:22:59,0.3832544,NA,"wellness",2019-03-15
"3212","housework  errands",NA,2019-03-15 15:28:00,2019-03-15 15:28:00,00:00:08,0.0023864,NA,"wellness",2019-03-15
"3213","review",NA,2019-03-15 15:28:00,2019-03-15 15:40:00,00:11:09,0.1860971,NA,"psi",2019-03-15
"3214","phi",NA,2019-03-15 20:51:00,2019-03-15 21:02:00,00:11:36,0.1935027,NA,"phi",2019-03-15
"3215","phi",NA,2019-03-15 21:07:00,2019-03-15 21:07:00,00:00:02,0.0006813,NA,"phi",2019-03-15
"3216","phi",NA,2019-03-15 21:07:00,2019-03-15 21:07:00,00:00:31,0.0088748,NA,"phi",2019-03-15
"3217","phi",NA,2019-03-15 21:07:00,2019-03-15 21:17:00,00:10:06,0.1683798,NA,"phi",2019-03-15
